Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
378,2144,1528,1118936914300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,238.31,9999.99,lankershim
378,2145,1528,1118936914400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,238.94,9999.99,lankershim
378,2146,1528,1118936914500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,239.48,9999.99,lankershim
378,2147,1528,1118936914600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,239.97,9999.99,lankershim
378,2148,1528,1118936914700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,79.57,9999.99,lankershim
378,2149,1528,1118936914800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,81.66,9999.99,lankershim
378,2150,1528,1118936914900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,83.78,9999.99,lankershim
378,2151,1528,1118936915000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,85.89,9999.99,lankershim
378,2152,1528,1118936915100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,87.99,9999.99,lankershim
378,2153,1528,1118936915200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,90.09,9999.99,lankershim
378,2154,1528,1118936915300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,92.17,9999.99,lankershim
378,2155,1528,1118936915400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,94.24,9999.99,lankershim
378,2156,1528,1118936915500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,96.34,9999.99,lankershim
378,2157,1528,1118936915600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,98.52,9999.99,lankershim
378,2158,1528,1118936915700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,100.8,9999.99,lankershim
378,2159,1528,1118936915800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,103.16,9999.99,lankershim
378,2160,1528,1118936915900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,105.54,9999.99,lankershim
378,2161,1528,1118936916000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,107.93,9999.99,lankershim
378,2162,1528,1118936916100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,110.3,9999.99,lankershim
378,2163,1528,1118936916200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,112.67,9999.99,lankershim
378,2164,1528,1118936916300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,115.05,9999.99,lankershim
378,2165,1528,1118936916400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,117.42,9999.99,lankershim
378,2166,1528,1118936916500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,119.79,9999.99,lankershim
378,2167,1528,1118936916600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,122.15,9999.99,lankershim
378,2168,1528,1118936916700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,124.49,9999.99,lankershim
378,2169,1528,1118936916800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,126.82,9999.99,lankershim
378,2170,1528,1118936916900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,129.14,9999.99,lankershim
378,2171,1528,1118936917000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,131.47,9999.99,lankershim
378,2172,1528,1118936917100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,133.79,9999.99,lankershim
378,2173,1528,1118936917200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,136.12,9999.99,lankershim
378,2174,1528,1118936917300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,138.44,9999.99,lankershim
378,2175,1528,1118936917400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,140.77,9999.99,lankershim
378,2176,1528,1118936917500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,143.1,9999.99,lankershim
378,2177,1528,1118936917600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,145.42,9999.99,lankershim
378,2178,1528,1118936917700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,147.75,9999.99,lankershim
378,2179,1528,1118936917800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,150.08,9999.99,lankershim
378,2180,1528,1118936917900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,152.4,9999.99,lankershim
378,2181,1528,1118936918000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,154.73,9999.99,lankershim
378,2182,1528,1118936918100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,157.05,9999.99,lankershim
378,2183,1528,1118936918200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,159.38,9999.99,lankershim
378,2184,1528,1118936918300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,161.7,9999.99,lankershim
378,2185,1528,1118936918400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,164.03,9999.99,lankershim
378,2186,1528,1118936918500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,166.38,9999.99,lankershim
378,2187,1528,1118936918600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,168.73,9999.99,lankershim
378,2188,1528,1118936918700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,171.05,9999.99,lankershim
378,2189,1528,1118936918800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,173.32,9999.99,lankershim
378,2190,1528,1118936918900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,175.52,9999.99,lankershim
378,2191,1528,1118936919000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,177.66,9999.99,lankershim
378,2192,1528,1118936919100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,179.82,9999.99,lankershim
378,2193,1528,1118936919200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,182.02,9999.99,lankershim
378,2194,1528,1118936919300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,184.26,9999.99,lankershim
378,2195,1528,1118936919400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,186.53,9999.99,lankershim
378,2196,1528,1118936919500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,188.79,9999.99,lankershim
378,2197,1528,1118936919600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,191,9999.99,lankershim
378,2198,1528,1118936919700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,193.11,9999.99,lankershim
378,2199,1528,1118936919800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,195.14,9999.99,lankershim
378,2200,1528,1118936919900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,197.13,9999.99,lankershim
378,2201,1528,1118936920000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,199.13,9999.99,lankershim
378,2202,1528,1118936920100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,201.13,9999.99,lankershim
378,2203,1528,1118936920200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,203.09,9999.99,lankershim
378,2204,1528,1118936920300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,204.98,9999.99,lankershim
378,2205,1528,1118936920400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,206.77,9999.99,lankershim
378,2206,1528,1118936920500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,208.47,9999.99,lankershim
378,2207,1528,1118936920600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,210.08,9999.99,lankershim
378,2208,1528,1118936920700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,211.62,9999.99,lankershim
378,2209,1528,1118936920800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,213.12,9999.99,lankershim
378,2210,1528,1118936920900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,214.57,9999.99,lankershim
378,2211,1528,1118936921000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,215.95,9999.99,lankershim
378,2212,1528,1118936921100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,217.22,9999.99,lankershim
378,2213,1528,1118936921200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,218.42,9999.99,lankershim
378,2214,1528,1118936921300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,219.6,9999.99,lankershim
378,2215,1528,1118936921400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,220.77,9999.99,lankershim
378,2216,1528,1118936921500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,221.89,9999.99,lankershim
378,2217,1528,1118936921600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,222.88,9999.99,lankershim
378,2218,1528,1118936921700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,223.76,9999.99,lankershim
378,2219,1528,1118936921800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,224.59,9999.99,lankershim
378,2220,1528,1118936921900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,225.41,9999.99,lankershim
378,2221,1528,1118936922000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,226.2,9999.99,lankershim
378,2222,1528,1118936922100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,226.91,9999.99,lankershim
378,2223,1528,1118936922200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,227.51,9999.99,lankershim
378,2224,1528,1118936922300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,228.03,9999.99,lankershim
378,2225,1528,1118936922400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,228.52,9999.99,lankershim
378,2226,1528,1118936922500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,229,9999.99,lankershim
378,2227,1528,1118936922600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,229.5,9999.99,lankershim
378,2228,1528,1118936922700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,230.02,9999.99,lankershim
378,2229,1528,1118936922800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,230.52,9999.99,lankershim
378,2230,1528,1118936922900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,230.98,9999.99,lankershim
378,2231,1528,1118936923000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,231.36,9999.99,lankershim
378,2232,1528,1118936923100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,231.68,9999.99,lankershim
378,2233,1528,1118936923200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,232.02,9999.99,lankershim
378,2234,1528,1118936923300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,232.35,9999.99,lankershim
378,2235,1528,1118936923400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,232.64,9999.99,lankershim
378,2236,1528,1118936923500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,232.85,9999.99,lankershim
378,2237,1528,1118936923600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.02,9999.99,lankershim
378,2238,1528,1118936923700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.18,9999.99,lankershim
378,2239,1528,1118936923800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.35,9999.99,lankershim
378,2240,1528,1118936923900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.47,9999.99,lankershim
378,2241,1528,1118936924000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.52,9999.99,lankershim
378,2242,1528,1118936924100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,389,0,233.51,9999.99,lankershim
